ID,CONGLOME,NSELV,ID_MUESTRA,CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CODCCPP,NOMCCPP,AREA,RESVIV,RFINAL,TOHOGAR,HOGARN,HOGAR_ID,C1P101,C1P102,C1P103,C1P104,C1P105,C1P106,C1P107,C1P108,C1P109,C1P110_1,C1P110_2,C1P110_3,C1P110_4,C1P110_5,C1P110_6,C1P110_7,C1P110_8,C1P110_9,C1P110_10,C1P110_11,C1P110_12,C1P110_13,C1P110_14,C1P110_15,C1P110_16,C1P110_17,C1P110_18,C1P110_19,C1P110_20,C1P110_21,FACTOR_VIV
227435,07426,0119,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,2,7,5,4,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227437,07426,0121,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227438,07426,0122,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227439,07426,0123,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227440,07426,0124,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,365.302479338843
227441,07426,0125,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227442,07426,0126,1,16,LORETO,03,LORETO,01,NAUTA,0014,HIPOLITO UNANUE,2,1,1,1,1,1,1,7,4,4,5,7,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,365.302479338843
227487,08148,0021,1,16,LORETO,05,REQUENA,01,REQUENA,0037,NUEVA REFORMA,2,1,1,1,1,1,1,7,4,6,5,3,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227508,08148,0042,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,6,5,5,5,3,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,401.832727272727
227509,08148,0043,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,4,5,5,7,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,401.832727272727
227511,08148,0045,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,4,5,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227524,08148,0058,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,6,5,5,7,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227525,08148,0059,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,4,5,5,7,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227528,08148,0062,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,6,5,5,5,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227529,08148,0063,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,4,5,3,7,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227530,08148,0064,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,7,4,6,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227532,08148,0066,1,16,LORETO,05,REQUENA,01,REQUENA,0034,BELEN DE URCO,2,1,1,1,1,1,1,8,4,4,5,8,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401.832727272727
227573,08390,0034,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,1,4,3,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,502.290909090909
227582,08390,0043,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,3,2,2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,502.290909090909
227590,08390,0051,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,2,5,1,1,4,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,502.290909090909
227599,08390,0060,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,4,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,502.290909090909
227607,08390,0068,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,1,5,5,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,502.290909090909
227616,08390,0077,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,6,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,502.290909090909
227624,08390,0085,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,502.290909090909
227635,08390,0096,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,1,4,3,1,1,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,502.290909090909
227648,08400,0006,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,3,4,3,3,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,502.290909090909
227661,08400,0019,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,4,3,3,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,502.290909090909
227689,08400,0047,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,1,2,3,1,1,1,4,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,502.290909090909
227703,08400,0061,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,8,4,5,1,1,1,3,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,502.290909090909
227731,08400,0089,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,2,2,2,1,7,4,5,1,4,3,4,4,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1004.58181818182
227744,08400,0102,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,7,4,4,1,1,1,6,5,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,502.290909090909
227772,08400,0130,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,1,4,5,1,1,6,3,3,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,502.290909090909
227785,08400,0143,1,16,LORETO,06,UCAYALI,01,CONTAMANA,0001,CONTAMANA,1,1,1,1,1,1,1,1,4,5,1,1,4,5,5,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,502.290909090909
228001,08420,0006,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,334.860606060606
228010,08420,0015,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,4,3,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,334.860606060606
228022,08420,0027,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,5,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,334.860606060606
228033,08420,0038,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,3,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,334.860606060606
228043,08420,0048,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,3,3,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,334.860606060606
228072,08420,0077,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,3,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,334.860606060606
228090,08420,0095,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,3,5,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,334.860606060606
228099,08420,0104,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,5,1,1,3,6,4,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,334.860606060606
228118,08420,0123,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,334.860606060606
228127,08420,0132,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,5,4,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,334.860606060606
228149,08420,0154,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,1,1,5,4,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,334.860606060606
228159,08420,0164,1,16,LORETO,06,UCAYALI,03,PADRE MARQUEZ,0001,TIRUNTAN,2,1,1,1,1,1,1,7,4,4,2,1,5,6,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,334.860606060606
228182,08352,0008,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,7,4,1,5,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,502.290909090909
228189,08352,0015,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,6,1,5,5,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,502.290909090909
228196,08352,0022,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,2,5,1,5,5,4,4,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,502.290909090909
228209,08352,0035,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,5,1,5,5,4,3,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,502.290909090909
228216,08352,0042,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,5,1,5,5,5,4,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,502.290909090909
228229,08352,0055,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,5,1,5,5,3,3,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,502.290909090909
228236,08352,0062,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,5,1,5,5,3,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,502.290909090909
228250,08352,0076,1,16,LORETO,06,UCAYALI,05,SARAYACU,0005,TIERRA BLANCA,1,1,1,1,1,1,1,7,4,6,2,5,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,502.290909090909
228260,08361,0005,1,16,LORETO,06,UCAYALI,05,SARAYACU,0044,SANTOA,2,1,1,1,1,1,1,7,4,4,1,1,4,5,4,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,334.860606060606
228262,08361,0007,1,16,LORETO,06,UCAYALI,05,SARAYACU,0044,SANTOA,2,1,1,1,1,1,1,7,4,4,1,5,4,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,334.860606060606
228263,08361,0008,1,16,LORETO,06,UCAYALI,05,SARAYACU,0044,SANTOA,2,1,1,1,1,1,1,7,4,4,1,1,4,5,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,334.860606060606
228319,08361,0064,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,4,1,7,4,5,4,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,334.860606060606
228320,08361,0065,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,6,1,7,4,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,334.860606060606
228321,08361,0066,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,4,3,7,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,334.860606060606
228380,08361,0125,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,6,2,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,334.860606060606
228383,08361,0128,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,6,1,5,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,334.860606060606
228384,08361,0129,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,4,3,7,4,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,334.860606060606
228385,08361,0130,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,6,1,7,4,4,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,334.860606060606
228386,08361,0131,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,4,1,5,4,4,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,334.860606060606
228387,08361,0132,1,16,LORETO,06,UCAYALI,05,SARAYACU,0039,SAMAN,2,1,1,1,1,1,1,7,4,4,1,7,4,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,334.860606060606
228450,38921,0002,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,128.745
228460,38921,0012,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,4,3,3,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,128.745
228470,38921,0022,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,4,6,4,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,128.745
228480,38921,0032,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,4,4,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,128.745
228489,38921,0041,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,3,4,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,128.745
228510,38921,0062,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,5,6,5,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,128.745
228521,38921,0073,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,4,2,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,128.745
228551,38921,0103,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,4,4,4,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,128.745
228581,38938,0012,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,4,3,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,147.137142857143
228592,38938,0023,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,147.137142857143
228624,38938,0055,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,7,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,147.137142857143
228637,38938,0068,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,3,1,1,1,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,147.137142857143
228659,38938,0090,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,147.137142857143
228693,38938,0124,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,4,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,147.137142857143
228713,38938,0144,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,147.137142857143
228725,38943,0007,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,3,1,1,1,3,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,128.745
228740,38943,0022,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
228755,38943,0037,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,128.745
228771,38943,0053,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,2,2,2,1,1,4,5,1,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,257.49
228786,38943,0068,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,128.745
228830,38943,0112,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
228871,38943,0153,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,128.745
228891,38943,0173,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,128.745
229040,38951,0009,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,147.137142857143
229050,38951,0019,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,4,7,4,4,1,2,2,6,5,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,147.137142857143
229062,38951,0031,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,5,4,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,147.137142857143
229094,38951,0063,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,5,4,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,147.137142857143
229128,38951,0097,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,147.137142857143
229141,38951,0110,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,3,1,1,1,5,4,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,147.137142857143
229166,38951,0135,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,5,4,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,147.137142857143
229177,38953,0004,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,3,1,1,1,5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,128.745
229207,38953,0034,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,128.745
229216,38953,0043,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,128.745
229225,38953,0052,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,5,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,128.745
229234,38953,0061,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,7,4,5,1,1,1,3,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,128.745
229243,38953,0070,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,128.745
229273,38953,0100,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,128.745
229283,38953,0110,1,17,MADRE DE DIOS,01,TAMBOPATA,01,TAMBOPATA,0001,PUERTO MALDONADO,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,128.745
