ID,CONGLOME,NSELV,ID_MUESTRA,CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CODCCPP,NOMCCPP,AREA,RESVIV,RFINAL,TOHOGAR,HOGARN,HOGAR_ID,C1P101,C1P102,C1P103,C1P104,C1P105,C1P106,C1P107,C1P108,C1P109,C1P110_1,C1P110_2,C1P110_3,C1P110_4,C1P110_5,C1P110_6,C1P110_7,C1P110_8,C1P110_9,C1P110_10,C1P110_11,C1P110_12,C1P110_13,C1P110_14,C1P110_15,C1P110_16,C1P110_17,C1P110_18,C1P110_19,C1P110_20,C1P110_21,FACTOR_VIV
157191,46129,0071,1,08,CUSCO,03,ANTA,02,ANCAHUASI,0001,ANCAHUASI,1,1,1,1,1,1,1,3,3,6,1,1,1,6,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1140.98974358974
157231,46129,0111,1,08,CUSCO,03,ANTA,02,ANCAHUASI,0001,ANCAHUASI,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1140.98974358974
157249,46129,0129,1,08,CUSCO,03,ANTA,02,ANCAHUASI,0001,ANCAHUASI,1,1,1,1,1,1,1,3,3,6,1,1,1,3,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1140.98974358974
157534,38662,0007,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,1,4,6,1,1,8,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,570.494871794872
157559,38662,0032,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,5,1,1,1,7,5,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,570.494871794872
157567,38662,0040,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,1,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,570.494871794872
157593,38662,0066,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,4,3,4,6,1,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157602,38662,0075,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,2,2,6,3,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,570.494871794872
157627,38662,0100,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,1,1,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157637,38662,0110,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,4,1,1,1,6,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,570.494871794872
157647,38662,0120,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,570.494871794872
157659,38662,0132,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,1,1,4,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,570.494871794872
157667,38662,0140,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,4,1,1,1,3,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,570.494871794872
157675,38662,0148,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,6,1,1,1,3,3,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,570.494871794872
157682,38662,0155,1,08,CUSCO,05,CANAS,07,QUEHUE,0001,QUEHUE,2,1,1,1,1,1,1,3,4,5,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,570.494871794872
157691,38663,0006,1,08,CUSCO,05,CANAS,07,QUEHUE,0006,CHAUPIBANDA,2,1,1,1,1,1,1,3,4,6,1,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157712,38663,0027,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,5,1,5,4,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157713,38663,0028,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,7,6,5,6,7,3,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157726,38663,0041,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,5,6,5,4,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157727,38663,0042,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,7,6,5,6,7,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,570.494871794872
157728,38663,0043,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,7,6,5,6,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157729,38663,0044,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,5,6,4,4,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157730,38663,0045,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,5,6,7,3,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157731,38663,0046,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,7,6,5,6,4,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,570.494871794872
157732,38663,0047,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,7,6,5,7,5,4,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157734,38663,0049,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,1,6,5,5,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157735,38663,0050,1,08,CUSCO,05,CANAS,07,QUEHUE,0005,CHALLAJE,2,1,1,1,1,1,1,3,4,6,1,6,5,6,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,570.494871794872
157759,38873,0015,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0011,HANCCOHOCCA,2,1,1,1,1,1,1,3,4,6,1,6,4,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,570.494871794872
157760,38873,0016,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0011,HANCCOHOCCA,2,1,1,1,1,1,1,3,4,6,3,1,4,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,570.494871794872
157762,38873,0018,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0011,HANCCOHOCCA,2,1,1,1,1,1,1,3,4,6,1,1,3,3,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,570.494871794872
157823,38873,0079,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0011,HANCCOHOCCA,2,1,1,1,1,1,1,3,4,6,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,570.494871794872
157824,38873,0080,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0025,LIXAPAMPA,2,1,1,1,1,1,1,3,3,6,1,1,4,4,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,570.494871794872
157868,38873,0124,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,3,1,4,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,570.494871794872
157869,38873,0125,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,1,1,4,3,3,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,570.494871794872
157873,38873,0129,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,4,1,1,4,4,3,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,570.494871794872
157877,38873,0133,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,1,4,3,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,570.494871794872
157878,38873,0134,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,5,1,3,4,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157881,38873,0137,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,1,1,4,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,570.494871794872
157882,38873,0138,1,08,CUSCO,06,CANCHIS,04,MARANGANI,0027,LOROCACHI,2,1,1,1,1,1,1,3,4,6,1,1,4,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,570.494871794872
157935,38785,0007,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,855.742307692308
157951,38785,0023,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,6,1,1,8,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,855.742307692308
157965,38785,0037,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,6,1,1,5,3,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
157997,38785,0069,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158011,38785,0083,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,6,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158023,38785,0095,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,7,5,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,855.742307692308
158037,38785,0109,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,5,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,855.742307692308
158076,38785,0148,1,08,CUSCO,06,CANCHIS,05,PITUMARCA,0001,PITUMARCA,1,1,1,1,1,1,1,3,4,6,1,1,1,4,4,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
158217,38579,0008,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,3,5,3,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
158241,38579,0032,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,1,1,4,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
158258,38579,0049,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,7,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,855.742307692308
158269,38579,0060,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,6,1,1,1,1,0,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158305,38579,0096,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,1,1,6,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,855.742307692308
158315,38579,0106,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,1,1,4,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,855.742307692308
158340,38579,0131,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,3,4,5,1,1,1,11,5,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,855.742307692308
158351,38579,0142,1,08,CUSCO,08,ESPINAR,01,ESPINAR,0116,TINTAYA MARQUIRI,1,1,1,1,1,1,1,1,4,5,1,1,1,3,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,855.742307692308
158368,38139,0003,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,4,4,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
158383,38139,0018,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,855.742307692308
158396,38139,0031,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,6,1,1,1,3,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,855.742307692308
158410,38139,0045,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,855.742307692308
158425,38139,0060,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,6,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158448,38139,0083,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,6,1,1,1,5,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158464,38139,0099,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,4,1,1,1,1,0,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,855.742307692308
158503,38139,0138,1,08,CUSCO,11,PAUCARTAMBO,01,PAUCARTAMBO,0001,PAUCARTAMBO,1,1,1,1,1,1,1,3,3,3,1,1,1,5,3,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,855.742307692308
158526,3822901,0002,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,3,4,1,2,2,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,977.991208791209
158553,3822901,0029,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,4,4,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,977.991208791209
158567,3822901,0043,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,4,6,1,1,1,3,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,977.991208791209
158593,3822901,0069,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,3,5,1,1,1,4,3,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,977.991208791209
158605,3822901,0081,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,4,6,1,1,1,4,3,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,977.991208791209
158631,3822901,0107,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,3,4,1,1,1,5,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,977.991208791209
158670,3822901,0146,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0001,URCOS,1,1,1,1,1,1,1,3,4,4,1,1,1,3,1,2,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,977.991208791209
158683,50839,0002,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,2,1,1,1,3,3,4,1,2,2,3,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1711.48461538462
158689,50839,0008,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,855.742307692308
158695,50839,0014,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,855.742307692308
158719,50839,0038,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,1,4,4,1,1,1,3,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,855.742307692308
158728,50839,0047,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,3,3,5,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,855.742307692308
158743,50839,0062,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,3,3,5,1,1,1,5,3,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
158750,50839,0069,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,3,3,4,1,1,1,3,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,855.742307692308
158762,50839,0081,1,08,CUSCO,12,QUISPICANCHI,01,URCOS,0044,CALICANTO,1,1,1,1,1,1,1,3,3,5,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,855.742307692308
158913,38283,0008,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,3,4,1,1,1,4,3,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,855.742307692308
158928,38283,0023,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,3,6,1,2,2,4,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,855.742307692308
158943,38283,0038,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,3,6,1,1,1,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,855.742307692308
158965,38283,0060,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,4,6,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,855.742307692308
159029,38283,0124,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,3,6,1,1,1,3,3,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,855.742307692308
159049,38283,0144,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,3,4,1,1,1,4,3,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2,855.742307692308
159073,38283,0168,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,3,2,6,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,855.742307692308
159109,38283,0204,1,08,CUSCO,12,QUISPICANCHI,12,QUIQUIJANA,0001,QUIQUIJANA,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,855.742307692308
159427,3306901,0002,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,1,1,3,1,1,1,4,3,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,476.065217391304
159434,3306901,0009,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,3,6,1,1,1,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,476.065217391304
159444,3306901,0019,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,4,6,1,1,5,5,4,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,476.065217391304
159478,3306901,0053,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,4,6,1,1,5,4,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,476.065217391304
159484,3306901,0059,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,3,6,1,1,1,4,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,476.065217391304
159493,3306901,0068,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,4,6,1,1,1,5,3,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,476.065217391304
159502,3306901,0077,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,4,6,1,1,1,5,4,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,476.065217391304
159511,3306901,0086,1,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,0001,PAUCARA,1,1,1,1,1,1,1,3,4,6,1,1,5,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,476.065217391304
159543,33101,0016,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0070,AMANCAY,2,1,1,1,1,1,1,4,4,6,1,6,5,6,4,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,317.376811594203
159544,33101,0017,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0070,AMANCAY,2,1,1,1,1,1,1,3,4,6,1,6,5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,317.376811594203
159545,33101,0018,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0070,AMANCAY,2,1,1,1,1,1,1,4,4,6,1,6,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,317.376811594203
159546,33101,0019,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0070,AMANCAY,2,1,1,1,1,1,1,1,4,5,1,6,5,4,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,317.376811594203
159589,33101,0062,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0048,VILLA MANTARO (AUQUIMBRA),2,1,1,1,1,1,1,4,4,6,1,6,5,6,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,317.376811594203
159591,33101,0064,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0048,VILLA MANTARO (AUQUIMBRA),2,1,1,1,1,1,1,3,4,5,1,1,1,5,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,317.376811594203
159629,33101,0102,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0047,RUPUPATA,2,1,1,1,1,1,1,3,4,6,1,1,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,317.376811594203
159630,33101,0103,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0047,RUPUPATA,2,1,1,1,1,1,1,4,4,6,1,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,317.376811594203
159631,33101,0104,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0047,RUPUPATA,2,1,1,1,1,1,1,4,4,6,1,1,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,317.376811594203
159634,33101,0107,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0047,RUPUPATA,2,1,1,1,1,1,1,4,4,6,1,1,4,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,317.376811594203
159636,33101,0109,1,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,0047,RUPUPATA,2,1,1,1,1,1,1,4,4,6,1,6,4,4,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,317.376811594203
